ID	Gene	Entrez	Cluster	Correlation
DBTMEE:0010647	Inca1	103844	Maternal RNA	0.98674
DBTMEE:0005956	Derl2	116891	Maternal RNA	0.99689
DBTMEE:0014008	Nlrp1a	195046	Maternal RNA	0.94152
DBTMEE:0018909	Slc13a5	237831	Maternal RNA	0.98658
DBTMEE:0018726	Sgsm2	97761	Maternal RNA	0.93986
DBTMEE:0017992	Rpa1	68275	Maternal RNA	0.9978
DBTMEE:0001966	Abr	109934	Maternal RNA	0.94509
DBTMEE:0020919	Tmem199	195040	Maternal RNA	0.96821
DBTMEE:0006918	Evi2a		Maternal RNA	0.95629
DBTMEE:0006919	Evi2b		Maternal RNA	0.95629
DBTMEE:0019267	Slfn8	276950	Maternal RNA	0.92462
DBTMEE:0004195	Ccl6	20305	Maternal RNA	0.99967
DBTMEE:0005994	Dhrs11	192970	Maternal RNA	0.97309
DBTMEE:0003605	Brip1	237911	Maternal RNA	0.99904
DBTMEE:0004877	Cltc	67300	Maternal RNA	0.99611
DBTMEE:0007962	Gdpd1	66569	Maternal RNA	0.89224
DBTMEE:0015953	Pctp	18559	Maternal RNA	0.96052
DBTMEE:0018707	Sgca	20391	Maternal RNA	0.94543
DBTMEE:0016023	Pdk2	18604	Maternal RNA	0.97389
DBTMEE:0014158	Nr1d1	217166	Maternal RNA	0.97539
DBTMEE:0011310	Krt25	70810	Maternal RNA	0.96569
DBTMEE:0011297	Krt12	268482	Maternal RNA	0.99949
DBTMEE:0011382	Krtap4-6	68768	Maternal RNA	0.95826
DBTMEE:0011320	Krt36	16673	Maternal RNA	0.97114
DBTMEE:0003588	Brca1	12189	Maternal RNA	0.94035
DBTMEE:0013210	Mpp2	50997	Maternal RNA	0.86337
DBTMEE:0005763	Dcakd	68087	Maternal RNA	0.98285
DBTMEE:0014218	Nsf	18195	Maternal RNA	0.9638
DBTMEE:0012106	March10	632687	Maternal RNA	0.98919
DBTMEE:0003825	Cacng4	54377	Maternal RNA	0.9728
DBTMEE:0001902	Abca8b	27404	Maternal RNA	0.98423
DBTMEE:0001903	Abca9	217262	Maternal RNA	0.99544
DBTMEE:0004298	Cd300e	217306	Maternal RNA	0.99737
DBTMEE:0021897	Ush1g	16470	Maternal RNA	0.96479
DBTMEE:0007993	Gga3	260302	Maternal RNA	0.89483
DBTMEE:0017632	Recql5	170472	Maternal RNA	0.98431
DBTMEE:0021351	Trim47	217333	Maternal RNA	0.97375
DBTMEE:0021364	Trim65	338364	Maternal RNA	0.97232
DBTMEE:0007323	Fbf1	217335	Maternal RNA	0.99822
DBTMEE:0017297	Qrich2	217341	Maternal RNA	0.90686
DBTMEE:0017747	Rhbdf2	217344	Maternal RNA	0.92094
DBTMEE:0003888	Cant1	76025	Maternal RNA	0.99188
DBTMEE:0017530	Rbfox3	52897	Maternal RNA	0.96443
DBTMEE:0000580	2310003H01Rik	71885	Maternal RNA	0.90555
DBTMEE:0014127	Nploc4	217365	Maternal RNA	0.92354
DBTMEE:0020042	Stra13	20892	Maternal RNA	0.98109
DBTMEE:0004333	Cd7	12516	Maternal RNA	0.95116
DBTMEE:0023129	Zfp750	319530	Maternal RNA	0.98582
DBTMEE:0010848	Itsn2	20403	Maternal RNA	0.95821
DBTMEE:0017405	Rad51ap2	209550	Maternal RNA	0.99717
DBTMEE:0002923	Asap2	211914	Maternal RNA	0.99549
DBTMEE:0009612	Grhl1	195733	Maternal RNA	0.99948
DBTMEE:0013623	Myt1l	17933	Maternal RNA	0.88164
DBTMEE:0017266	Pxdn	69675	Maternal RNA	0.96502
DBTMEE:0007037	Fam110c	104943	Maternal RNA	0.99942
DBTMEE:0002284	Agr3	403205	Maternal RNA	0.98351
DBTMEE:0010786	Ispd	75847	Maternal RNA	0.95355
DBTMEE:0005975	Dgkb	217480	Maternal RNA	0.9278
DBTMEE:0019858	Srp54b		Maternal RNA	0.96462
DBTMEE:0019859	Srp54c		Maternal RNA	0.96462
DBTMEE:0019857	Srp54a		Maternal RNA	0.96462
DBTMEE:0022492	Wdr20b	70948	Maternal RNA	0.94807
DBTMEE:0000717	2700049A03Rik	76967	Maternal RNA	0.96326
DBTMEE:0010024	Hif1a	15251	Maternal RNA	0.95215
DBTMEE:0020190	Syne2	319565	Maternal RNA	0.93433
DBTMEE:0016438	Plekhg3	263406	Maternal RNA	0.98936
DBTMEE:0007742	Fut8	53618	Maternal RNA	0.94292
DBTMEE:0007252	Fam71d	70897	Maternal RNA	0.98258
DBTMEE:0002761	Arg2	11847	Maternal RNA	0.99298
DBTMEE:0015936	Pcnx	54604	Maternal RNA	0.99484
DBTMEE:0017059	Psen1	19164	Maternal RNA	0.95452
DBTMEE:0002027	Acot2	171210	Maternal RNA	0.9993
DBTMEE:0006073	Dlst	78920	Maternal RNA	0.96749
DBTMEE:0002176	Adck1	72113	Maternal RNA	0.87457
DBTMEE:0020497	Tdp1	104884	Maternal RNA	0.9862
DBTMEE:0010989	Kcnk13	217826	Maternal RNA	0.92093
DBTMEE:0018988	Slc24a4	238384	Maternal RNA	0.9957
DBTMEE:0017828	Rin3	217835	Maternal RNA	0.98895
DBTMEE:0004642	Chga	12652	Maternal RNA	0.97297
DBTMEE:0021765	Ubr7	66622	Maternal RNA	0.98515
DBTMEE:0021854	Unc79	217843	Maternal RNA	0.96104
DBTMEE:0015652	Otub2	68149	Maternal RNA	0.99568
DBTMEE:0018597	Serpina3i	628900	Maternal RNA	0.97606
DBTMEE:0003462	Bdkrb1	12061	Maternal RNA	0.99978
DBTMEE:0022491	Wdr20a	69641	Maternal RNA	0.91475
DBTMEE:0023170	Zfp839	72805	Maternal RNA	0.99425
DBTMEE:0011141	Klc1	16593	Maternal RNA	0.95641
DBTMEE:0002238	Adssl1	11565	Maternal RNA	0.92513
DBTMEE:0016416	Pld4	104759	Maternal RNA	0.96164
DBTMEE:0003266	BC022687	217887	Maternal RNA	0.90148
DBTMEE:0013397	Mta1	116870	Maternal RNA	0.98042
DBTMEE:0017224	Ptprn2	19276	Maternal RNA	0.94398
DBTMEE:0004536	Cenpo	52504	Maternal RNA	0.97019
DBTMEE:0011191	Klhl29	208439	Maternal RNA	0.97502
DBTMEE:0007957	Gdf7	238057	Maternal RNA	0.98322
DBTMEE:0017759	Rhob	11852	Maternal RNA	0.98862
DBTMEE:0007276	Fam84a	105005	Maternal RNA	0.99779
DBTMEE:0017901	Rnf144a	108089	Maternal RNA	0.97347
DBTMEE:0021275	Ttc15	217449	Maternal RNA	0.93189
DBTMEE:0006054	Dld	13382	Maternal RNA	0.96677
DBTMEE:0016271	Pik3cg	30955	Maternal RNA	0.99982
DBTMEE:0004420	Cdhr3	68764	Maternal RNA	0.89262
DBTMEE:0002304	Ahr	11622	Maternal RNA	0.97788
DBTMEE:0021485	Tspan13	66109	Maternal RNA	0.99139
DBTMEE:0018400	Scin	20259	Maternal RNA	0.9775
DBTMEE:0022925	Zfp277	246196	Maternal RNA	0.95078
DBTMEE:0014095	Nova1	664883	Maternal RNA	0.96496
DBTMEE:0016878	Prkd1	18760	Maternal RNA	0.92421
DBTMEE:0009951	Heatr5a	320487	Maternal RNA	0.89398
DBTMEE:0016760	Ppp2r3c	59032	Maternal RNA	0.90099
DBTMEE:0013907	Nfkbia	18035	Maternal RNA	0.98739
DBTMEE:0007699	Fscb	623046	Maternal RNA	0.98817
DBTMEE:0012329	Mettl21d	207965	Maternal RNA	0.9693
DBTMEE:0004452	Cdkl1	71091	Maternal RNA	0.9571
DBTMEE:0010963	Kcnh5	238271	Maternal RNA	0.99332
DBTMEE:0009461	Gphb5	217674	Maternal RNA	0.97429
DBTMEE:0020566	Tex21	80384	Maternal RNA	0.96411
DBTMEE:0022752	Zbtb25	109929	Maternal RNA	0.96423
DBTMEE:0022437	Vti1b	53612	Maternal RNA	0.97988
DBTMEE:0017615	Rdh11	17252	Maternal RNA	0.98592
DBTMEE:0002080	Actn1	109711	Maternal RNA	0.94133
DBTMEE:0001927	Abcd4	19300	Maternal RNA	0.99179
DBTMEE:0019549	Snw1	66354	Maternal RNA	0.95286
DBTMEE:0017202	Ptpn21	24000	Maternal RNA	0.99528
DBTMEE:0021564	Ttc7b	104718	Maternal RNA	0.85695
DBTMEE:0007329	Fbln5	23876	Maternal RNA	0.89423
DBTMEE:0010837	Itpk1	217837	Maternal RNA	0.95711
DBTMEE:0022456	Wars	22375	Maternal RNA	0.91509
DBTMEE:0010314	Hsp90aa1	15519	Maternal RNA	0.91092
DBTMEE:0020014	Stk30	26448	Maternal RNA	0.98397
DBTMEE:0022676	Xrcc3	74335	Maternal RNA	0.99794
DBTMEE:0016714	Ppp1r13b	21981	Maternal RNA	0.9434
DBTMEE:0010859	Jag2	16450	Maternal RNA	0.99695
DBTMEE:0002365	Akr1c19	432720	Maternal RNA	0.94079
DBTMEE:0016322	Pitrm1	69617	Maternal RNA	0.91362
DBTMEE:0016896	Prl2c5	107849	Maternal RNA	0.98155
DBTMEE:0003187	B3galnt2	97884	Maternal RNA	0.91628
DBTMEE:0002482	Amph	218038	Maternal RNA	0.98847
DBTMEE:0021324	Trim27	19720	Maternal RNA	0.95117
DBTMEE:0009591	Gpx6	75512	Maternal RNA	0.96686
DBTMEE:0010066	Hist1h2bc	68024	Maternal RNA	0.97459
DBTMEE:0018932	Slc17a2	218103	Maternal RNA	0.99833
DBTMEE:0010051	Hist1h2aa	319163	Maternal RNA	0.98469
DBTMEE:0004885	Cmah	12763	Maternal RNA	0.98619
DBTMEE:0016890	Prl2a1	56635	Maternal RNA	0.99965
DBTMEE:0007658	Foxq1	15220	Maternal RNA	0.9788
DBTMEE:0018627	Serpinb9	20723	Maternal RNA	0.94589
DBTMEE:0007305	Fars2	69955	Maternal RNA	0.95121
DBTMEE:0003539	Bmp6	12161	Maternal RNA	0.97529
DBTMEE:0015736	Pak1ip1	68083	Maternal RNA	0.85225
DBTMEE:0020864	Tmem14c	66154	Maternal RNA	0.89842
DBTMEE:0010113	Hivep1	110521	Maternal RNA	0.9527
DBTMEE:0018839	Sirt5	68346	Maternal RNA	0.99583
DBTMEE:0009352	Gmpr	66355	Maternal RNA	0.93581
DBTMEE:0008578	Gm1574	380842	Maternal RNA	0.99658
DBTMEE:0011053	Kdm1b	218214	Maternal RNA	0.94233
DBTMEE:0013951	Ninj1	18081	Maternal RNA	0.97945
DBTMEE:0010716	Ippk	75678	Maternal RNA	0.98098
DBTMEE:0007398	Fbxw17	109082	Maternal RNA	0.98079
DBTMEE:0009292	Gm904	380845	Maternal RNA	0.93926
DBTMEE:0014342	Nxnl2	75124	Maternal RNA	0.9333
DBTMEE:0018261	S1pr3	13610	Maternal RNA	0.90425
DBTMEE:0019085	Slc34a1	20505	Maternal RNA	0.99951
DBTMEE:0004436	Cdk20	105278	Maternal RNA	0.99931
DBTMEE:0018168	Rsl1	380855	Maternal RNA	0.88579
DBTMEE:0020545	Tert	21752	Maternal RNA	0.95253
DBTMEE:0019236	Slc9a3	105243	Maternal RNA	0.98846
DBTMEE:0002902	Arsb	11881	Maternal RNA	0.94945
DBTMEE:0011608	Lhfpl2	218454	Maternal RNA	0.95116
DBTMEE:0020394	Tbca	21371	Maternal RNA	0.99723
DBTMEE:0022738	Zbed3	72114	Maternal RNA	0.98465
DBTMEE:0013326	Mrps27	218506	Maternal RNA	0.91546
DBTMEE:0018571	Serf1	20365	Maternal RNA	0.87964
DBTMEE:0004266	Cd180	17079	Maternal RNA	0.99512
DBTMEE:0019844	Srek1ip1	67288	Maternal RNA	0.93615
DBTMEE:0019129	Slc38a9	268706	Maternal RNA	0.92217
DBTMEE:0012195	Gm6320	622408	Maternal RNA	0.98649
DBTMEE:0013162	Mocs2	17434	Maternal RNA	0.99833
DBTMEE:0006693	Emb	13723	Maternal RNA	0.95389
DBTMEE:0002371	Akr1e1	56043	Maternal RNA	0.96519
DBTMEE:0013283	Mrpl32	75398	Maternal RNA	0.89074
DBTMEE:0001397	5033411D12Rik	192136	Maternal RNA	0.9874
DBTMEE:0019975	Stard3nl	76205	Maternal RNA	0.94293
DBTMEE:0014871	Olfr1535	404335	Maternal RNA	0.96335
DBTMEE:0010090	Hist1h4c	319155	Maternal RNA	0.97721
DBTMEE:0010079	Hist1h3a	360198	Maternal RNA	0.97674
DBTMEE:0010064	Hist1h2ba	319177	Maternal RNA	0.98324
DBTMEE:0016910	Prl7d1	18814	Maternal RNA	0.95164
DBTMEE:0009342	Gmds	218138	Maternal RNA	0.91692
DBTMEE:0013576	Mylk4	238564	Maternal RNA	0.94077
DBTMEE:0018624	Serpinb6e	435350	Maternal RNA	0.94008
DBTMEE:0021605	Tubb2a	22151	Maternal RNA	0.90803
DBTMEE:0021607	Tubb2b	73710	Maternal RNA	0.98838
DBTMEE:0018970	Slc22a23	73102	Maternal RNA	0.99447
DBTMEE:0003840	Cage1	71213	Maternal RNA	0.94806
DBTMEE:0021652	Txndc5	105245	Maternal RNA	0.90063
DBTMEE:0020389	Tbc1d7	67046	Maternal RNA	0.99651
DBTMEE:0013935	Nhlrc1	105193	Maternal RNA	0.92057
DBTMEE:0021227	Tpmt	22017	Maternal RNA	0.93675
DBTMEE:0022892	Zfp169	67911	Maternal RNA	0.97504
DBTMEE:0000035	1110007C09Rik	68480	Maternal RNA	0.96917
DBTMEE:0009296	Gm906	380882	Maternal RNA	0.98132
DBTMEE:0018532	Sema4d	20354	Maternal RNA	0.93704
DBTMEE:0006037	Diras2	68203	Maternal RNA	0.95151
DBTMEE:0003134	Auh	11992	Maternal RNA	0.97007
DBTMEE:0004876	Cltb	74325	Maternal RNA	0.97797
DBTMEE:0005740	Dbn1	56320	Maternal RNA	0.99567
DBTMEE:0016031	Pdlim7	67399	Maternal RNA	0.95878
DBTMEE:0005416	Cxcl14	57266	Maternal RNA	0.95637
DBTMEE:0011558	Lect2	16841	Maternal RNA	0.96786
DBTMEE:0019777	Spock1	20745	Maternal RNA	0.99861
DBTMEE:0009414	Golm1	105348	Maternal RNA	0.97429
DBTMEE:0019686	Fam75d3	72219	Maternal RNA	0.95414
DBTMEE:0010772	Isca1	69046	Maternal RNA	0.99551
DBTMEE:0021210	Tpbpa	21984	Maternal RNA	0.90796
DBTMEE:0007333	Fbp1	14121	Maternal RNA	0.9669
DBTMEE:0004965	Cntnap3	238680	Maternal RNA	0.94631
DBTMEE:0023008	Zfp458	238690	Maternal RNA	0.97255
DBTMEE:0023057	Zfp595	218314	Maternal RNA	0.99772
DBTMEE:0023173	Zfp85-rs1	22746	Maternal RNA	0.90723
DBTMEE:0017685	Rfesd	218341	Maternal RNA	0.90709
DBTMEE:0022008	Vcan	13003	Maternal RNA	0.96065
DBTMEE:0013365	Msh3	17686	Maternal RNA	0.95589
DBTMEE:0004908	Cmya5	76469	Maternal RNA	0.99696
DBTMEE:0017716	Rgnef	110596	Maternal RNA	0.97703
DBTMEE:0020886	Tmem171	380863	Maternal RNA	0.99948
DBTMEE:0013671	Naip2	17948	Maternal RNA	0.88436
DBTMEE:0012136	Mast4	328329	Maternal RNA	0.98885
DBTMEE:0014001	Nln	75805	Maternal RNA	0.96901
DBTMEE:0016787	Ppwd1	238831	Maternal RNA	0.94122
DBTMEE:0023337	Zswim6	67263	Maternal RNA	0.96169
DBTMEE:0013797	Ndufaf2	75597	Maternal RNA	0.99982
DBTMEE:0005844	Ddx4	13206	Maternal RNA	0.98329
DBTMEE:0019559	Snx18	170625	Maternal RNA	0.94779
DBTMEE:0007560	Flnb	286940	Maternal RNA	0.94346
DBTMEE:0010611	Il3ra	16188	Maternal RNA	0.94235
DBTMEE:0013847	Nek10	674895	Maternal RNA	0.95727
DBTMEE:0013977	Nkiras1	69721	Maternal RNA	0.9893
DBTMEE:0018495	Sec24c	218811	Maternal RNA	0.86613
DBTMEE:0007737	Fut11	73068	Maternal RNA	0.95564
DBTMEE:0022608	Wnt5a	22418	Maternal RNA	0.94073
DBTMEE:0011859	Lrtm1	319476	Maternal RNA	0.88952
DBTMEE:0002092	Actr8	56249	Maternal RNA	0.9482
DBTMEE:0004637	Chdh	218865	Maternal RNA	0.97287
DBTMEE:0008110	Glt8d1	76485	Maternal RNA	0.98838
DBTMEE:0003902	Capn7	12339	Maternal RNA	0.89259
DBTMEE:0015675	Oxnad1	218885	Maternal RNA	0.97872
DBTMEE:0014412	Ogdhl	239017	Maternal RNA	0.98299
DBTMEE:0009620	Grid1	14803	Maternal RNA	0.99015
DBTMEE:0012138	Mat1a	11720	Maternal RNA	0.99863
DBTMEE:0017157	Ptger2	19217	Maternal RNA	0.95194
DBTMEE:0009496	Gpr137c	70713	Maternal RNA	0.99654
DBTMEE:0016073	Peli2	93834	Maternal RNA	0.9984
DBTMEE:0001495	6720456H20Rik	218989	Maternal RNA	0.95615
DBTMEE:0017860	Rnase10	75019	Maternal RNA	0.99934
DBTMEE:0017865	Rnase6	78416	Maternal RNA	0.97054
DBTMEE:0006470	Ear7		Maternal RNA	0.9522
DBTMEE:0006469	Ear6		Maternal RNA	0.9522
DBTMEE:0001951	Abhd4	105501	Maternal RNA	0.96194
DBTMEE:0005996	Dhrs2	71412	Maternal RNA	0.99645
DBTMEE:0005998	Dhrs4	28200	Maternal RNA	0.9994
DBTMEE:0005140	Cpne6	12891	Maternal RNA	0.95091
DBTMEE:0005751	Dcaf11	28199	Maternal RNA	0.99741
DBTMEE:0017916	Rnf17	30054	Maternal RNA	0.89486
DBTMEE:0013202	Mphosph8	75339	Maternal RNA	0.98791
DBTMEE:0018299	Sap18	20220	Maternal RNA	0.9341
DBTMEE:0018784	Shisa2	219134	Maternal RNA	0.95844
DBTMEE:0019670	Spata13	219140	Maternal RNA	0.94742
DBTMEE:0012433	Mipep	70478	Maternal RNA	0.99823
DBTMEE:0021313	Trim13	66597	Maternal RNA	0.9986
DBTMEE:0018638	Serpine3	319433	Maternal RNA	0.96999
DBTMEE:0007109	Fam167a	219148	Maternal RNA	0.98209
DBTMEE:0021337	Trim35	66854	Maternal RNA	0.96434
DBTMEE:0006474	Ebf2	13592	Maternal RNA	0.94428
DBTMEE:0009402	Gnrh1	14714	Maternal RNA	0.99891
DBTMEE:0019991	Stc1	20855	Maternal RNA	0.96063
DBTMEE:0014286	Nudt18	213484	Maternal RNA	0.98952
DBTMEE:0001387	5031414D18Rik	271221	Maternal RNA	0.95402
DBTMEE:0005118	Cpb2	56373	Maternal RNA	0.97706
DBTMEE:0018807	Siah3	380918	Maternal RNA	0.93329
DBTMEE:0006747	Enox1	239188	Maternal RNA	0.99279
DBTMEE:0006823	Epsti1	108670	Maternal RNA	0.9492
DBTMEE:0009043	Gm5465	432879	Maternal RNA	0.99116
DBTMEE:0011693	Lmo7	380928	Maternal RNA	0.95496
DBTMEE:0006175	Dnase1l3	13421	Maternal RNA	0.96744
DBTMEE:0014422	Oit1	18300	Maternal RNA	0.98699
DBTMEE:0007511	Fhit	14198	Maternal RNA	0.93252
DBTMEE:0009383	Gng2	14702	Maternal RNA	0.91333
DBTMEE:0006481	Ecd	70601	Maternal RNA	0.88584
DBTMEE:0006168	Dnajc9	108671	Maternal RNA	0.94725
DBTMEE:0020203	Synpo2l	68760	Maternal RNA	0.96824
DBTMEE:0010564	Il17rb	50905	Maternal RNA	0.97334
DBTMEE:0003807	Cacna1d	12289	Maternal RNA	0.97018
DBTMEE:0005035	Colq	382864	Maternal RNA	0.9646
DBTMEE:0004617	Chat	12647	Maternal RNA	0.94754
DBTMEE:0022480	Wdfy4	545030	Maternal RNA	0.97109
DBTMEE:0023016	Zfp488	382867	Maternal RNA	0.96787
DBTMEE:0011543	Ldb3	24131	Maternal RNA	0.99307
DBTMEE:0014194	Nrg3	18183	Maternal RNA	0.99314
DBTMEE:0021486	Tspan14	52588	Maternal RNA	0.92425
DBTMEE:0004920	Cnih	12793	Maternal RNA	0.99754
DBTMEE:0006067	Dlgap5	218977	Maternal RNA	0.98997
DBTMEE:0000170	1700011H14Rik	67082	Maternal RNA	0.97603
DBTMEE:0000821	3632451O06Rik	67419	Maternal RNA	0.99982
DBTMEE:0015362	Olfr750	404319	Maternal RNA	0.96009
DBTMEE:0017859	Rnase1	19752	Maternal RNA	0.913
DBTMEE:0009888	Haus4	219072	Maternal RNA	0.971
DBTMEE:0022858	Zfhx2	239102	Maternal RNA	0.96551
DBTMEE:0014201	Nrl	18185	Maternal RNA	0.88159
DBTMEE:0008048	Gjb2	14619	Maternal RNA	0.89333
DBTMEE:0008052	Gjb6	14623	Maternal RNA	0.99197
DBTMEE:0003105	Atp8a2	50769	Maternal RNA	0.88596
DBTMEE:0009757	Gucy1b2	239134	Maternal RNA	0.90987
DBTMEE:0007436	Fdft1	14137	Maternal RNA	0.91018
DBTMEE:0013449	Mtmr9	210376	Maternal RNA	0.98806
DBTMEE:0006958	Extl3	54616	Maternal RNA	0.97043
DBTMEE:0006688	Elp3	74195	Maternal RNA	0.95162
DBTMEE:0017178	Ptk2b	19229	Maternal RNA	0.98933
DBTMEE:0006204	Dock5	68813	Maternal RNA	0.96601
DBTMEE:0002127	Adam28	13522	Maternal RNA	0.97866
DBTMEE:0016027	Pdlim2	213019	Maternal RNA	0.97815
DBTMEE:0016770	Ppp3cc	19057	Maternal RNA	0.95036
DBTMEE:0014129	Npm2	328440	Maternal RNA	0.98412
DBTMEE:0005580	Cysltr2	70086	Maternal RNA	0.98891
DBTMEE:0010834	Itm2b	16432	Maternal RNA	0.96618
DBTMEE:0021127	Tnfsf11	21943	Maternal RNA	0.99499
DBTMEE:0006515	Ednrb	13618	Maternal RNA	0.99853
DBTMEE:0017935	Rnf219	72486	Maternal RNA	0.94893
DBTMEE:0001919	Abcc4	239273	Maternal RNA	0.9024
DBTMEE:0021089	Tmtc4	70551	Maternal RNA	0.95369
DBTMEE:0011623	Lifr	16880	Maternal RNA	0.98848
DBTMEE:0002294	Agxt2	268782	Maternal RNA	0.9259
DBTMEE:0003709	C1qtnf3	81799	Maternal RNA	0.90428
DBTMEE:0023233	Zfr	22763	Maternal RNA	0.98722
DBTMEE:0004417	Cdh9	12565	Maternal RNA	0.90837
DBTMEE:0007074	Fam134b	66270	Maternal RNA	0.97853
DBTMEE:0012107	March11	211147	Maternal RNA	0.96427
DBTMEE:0002520	Ank	11732	Maternal RNA	0.932
DBTMEE:0006116	Dnahc5	110082	Maternal RNA	0.99695
DBTMEE:0005345	Ctnnd2	18163	Maternal RNA	0.9461
DBTMEE:0016135	Pgcp	54381	Maternal RNA	0.95499
DBTMEE:0011470	Laptm4b	114128	Maternal RNA	0.92573
DBTMEE:0014401	Odf1	18285	Maternal RNA	0.92491
DBTMEE:0023232	Zfpm2	22762	Maternal RNA	0.99544
DBTMEE:0021392	Trmt12	68260	Maternal RNA	0.95285
DBTMEE:0014225	Nsmce2	68501	Maternal RNA	0.95263
DBTMEE:0020607	Tg	21819	Maternal RNA	0.97811
DBTMEE:0022589	Wisp1	22402	Maternal RNA	0.99977
DBTMEE:0011080	Khdrbs3	13992	Maternal RNA	0.95576
DBTMEE:0009464	Gpihbp1	68453	Maternal RNA	0.9138
DBTMEE:0009636	Grina	66168	Maternal RNA	0.99119
DBTMEE:0009954	Heatr7a	223658	Maternal RNA	0.98487
DBTMEE:0018442	Scx	20289	Maternal RNA	0.99957
DBTMEE:0009739	Gtpbp1	14904	Maternal RNA	0.94895
DBTMEE:0003812	Cacna1i	239556	Maternal RNA	0.99023
DBTMEE:0009601	Grap2	17444	Maternal RNA	0.99609
DBTMEE:0007273	Fam83f	213956	Maternal RNA	0.94909
DBTMEE:0018727	Sgsm3	105835	Maternal RNA	0.97111
DBTMEE:0018574	Serhl	68607	Maternal RNA	0.93825
DBTMEE:0015807	Parvg	64099	Maternal RNA	0.93186
DBTMEE:0021402	Trmu	72026	Maternal RNA	0.98248
DBTMEE:0007165	Fam19a5	106014	Maternal RNA	0.97188
DBTMEE:0022836	Zdhhc25	70073	Maternal RNA	0.93999
DBTMEE:0002211	Adm2	223780	Maternal RNA	0.99699
DBTMEE:0012431	Miox	56727	Maternal RNA	0.95568
DBTMEE:0011848	Lrrk2	66725	Maternal RNA	0.98144
DBTMEE:0004957	Cntn1	12805	Maternal RNA	0.95197
DBTMEE:0016058	Pdzrn4	239618	Maternal RNA	0.99716
DBTMEE:0019167	Slc48a1	67739	Maternal RNA	0.99591
DBTMEE:0021407	Troap	78733	Maternal RNA	0.97148
DBTMEE:0010961	Kcnh3	16512	Maternal RNA	0.92855
DBTMEE:0016963	Prpf40b	54614	Maternal RNA	0.8876
DBTMEE:0020784	Tmbim6	110213	Maternal RNA	0.99639
DBTMEE:0002733	Aqp6	11831	Maternal RNA	0.95784
DBTMEE:0012339	Mettl7a1	70152	Maternal RNA	0.99488
DBTMEE:0010029	Higd1c		Maternal RNA	0.99425
DBTMEE:0001774	AB099516		Maternal RNA	0.99425
DBTMEE:0012340	Mettl7a2		Maternal RNA	0.99425
DBTMEE:0019177	Slc4a8	59033	Maternal RNA	0.99399
DBTMEE:0018418	Scn8a	20273	Maternal RNA	0.9965
DBTMEE:0009602	Grasp	56149	Maternal RNA	0.98583
DBTMEE:0020534	Tenc1	209039	Maternal RNA	0.94454
DBTMEE:0010508	Igfbp6	16012	Maternal RNA	0.97075
DBTMEE:0010224	Hoxc6	15425	Maternal RNA	0.99751
DBTMEE:0007377	Fbxo4	106052	Maternal RNA	0.9869
DBTMEE:0019726	Spef2	320277	Maternal RNA	0.94214
DBTMEE:0020081	Sub1	20024	Maternal RNA	0.99725
DBTMEE:0002023	Acot10	64833	Maternal RNA	0.96457
DBTMEE:0010268	Hrsp12	15473	Maternal RNA	0.99465
DBTMEE:0013958	Nipal2	223473	Maternal RNA	0.96695
DBTMEE:0013720	Ncald	52589	Maternal RNA	0.98962
DBTMEE:0006261	Dpys	64705	Maternal RNA	0.93842
DBTMEE:0018179	Rspo2	239405	Maternal RNA	0.96038
DBTMEE:0006954	Ext1	14042	Maternal RNA	0.95947
DBTMEE:0006751	Enpp2	18606	Maternal RNA	0.95633
DBTMEE:0009881	Has2	15117	Maternal RNA	0.93546
DBTMEE:0018969	BC026439	210463	Maternal RNA	0.94514
DBTMEE:0013460	Mtss1	211401	Maternal RNA	0.99679
DBTMEE:0007277	Fam84b	399603	Maternal RNA	0.90316
DBTMEE:0001634	A1bg	117586	Maternal RNA	0.97236
DBTMEE:0002189	Adcy8	11514	Maternal RNA	0.99037
DBTMEE:0010016	Hhla1	654498	Maternal RNA	0.96723
DBTMEE:0018877	Sla	20491	Maternal RNA	0.94574
DBTMEE:0005002	Col22a1	69700	Maternal RNA	0.94266
DBTMEE:0009527	Gpr20	239530	Maternal RNA	0.99286
DBTMEE:0005465	Cyp11b1	110115	Maternal RNA	0.99426
DBTMEE:0022790	Zc3h3	223642	Maternal RNA	0.95588
DBTMEE:0017275	Pycrl	66194	Maternal RNA	0.99966
DBTMEE:0005459	Cyhr1	54151	Maternal RNA	0.96336
DBTMEE:0012151	Mb	17189	Maternal RNA	0.96317
DBTMEE:0002701	Apol10b	328561	Maternal RNA	0.98012
DBTMEE:0010481	Ift27	67042	Maternal RNA	0.89614
DBTMEE:0017254	Pvalb	19293	Maternal RNA	0.91493
DBTMEE:0017392	Rac2	19354	Maternal RNA	0.95777
DBTMEE:0006664	Elfn2	207393	Maternal RNA	0.97695
DBTMEE:0003375	Baiap2l2	207495	Maternal RNA	0.93559
DBTMEE:0016376	Pla2g6	53357	Maternal RNA	0.98597
DBTMEE:0005278	Csnk1e	27373	Maternal RNA	0.96978
DBTMEE:0006170	Dnalc4	54152	Maternal RNA	0.95089
DBTMEE:0016005	Pdgfb	18591	Maternal RNA	0.84734
DBTMEE:0013069	Mkl1	223701	Maternal RNA	0.96907
DBTMEE:0021575	Ttll1	319953	Maternal RNA	0.9625
DBTMEE:0012186	Mcat	223722	Maternal RNA	0.98011
